@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.981333,0.182883,0.059493,4.371358,17
0.981333,0.182883,0.059493,4.371354,7
0.981333,0.182883,0.059493,4.371349,17
0.981333,0.182883,0.059493,4.371346,13
0.981333,0.182883,0.059493,4.371341,26
0.981333,0.182883,0.059493,4.371337,27
0.981333,0.182883,0.059493,4.371332,5
0.981333,0.182883,0.059493,4.371329,22
0.981333,0.182883,0.059493,4.371324,15
0.981333,0.182883,0.059493,4.37132,27
0.981333,0.182883,0.059493,4.371315,21
0.981333,0.182883,0.059493,4.371312,27
0.981333,0.182883,0.059493,4.371307,28
0.981333,0.182883,0.059493,4.371303,17
0.981333,0.182883,0.059493,4.371298,16
0.981333,0.182883,0.059493,4.371294,5
0.981333,0.182883,0.059493,4.37129,20
0.981333,0.182883,0.059493,4.371286,27
0.981333,0.182883,0.059493,4.371281,13
0.981333,0.182883,0.059493,4.371278,20
0.981333,0.182883,0.059493,4.371273,26
0.981333,0.182883,0.059493,4.371268,13
0.981333,0.182883,0.059493,4.371265,10
0.981333,0.182883,0.059493,4.37126,21
0.981333,0.182883,0.059493,4.371255,6
0.981333,0.182883,0.059493,4.371252,24
0.981333,0.182883,0.059493,4.371247,21
0.981333,0.182883,0.059493,4.371243,6
0.981333,0.182883,0.059493,4.371239,12
0.981333,0.182883,0.059493,4.371234,13
0.981333,0.182883,0.059493,4.371231,29
0.981333,0.182883,0.059493,4.371226,19
0.981333,0.182883,0.059493,4.371221,23
0.981333,0.182883,0.059493,4.371217,17
0.981333,0.182883,0.059493,4.371213,27
0.981333,0.182883,0.059493,4.371209,17
0.981333,0.182883,0.059493,4.371204,23
0.981333,0.182883,0.059493,4.3712,18
0.981333,0.182883,0.059493,4.371196,25
0.981333,0.182883,0.059493,4.371192,26
0.981333,0.182883,0.059493,4.371187,27
0.981333,0.182883,0.059493,4.371183,17
0.981333,0.182883,0.059493,4.371179,26
0.981333,0.182883,0.059493,4.371174,21
0.981333,0.182883,0.059493,4.371171,12
